text,intent,entities,label
list all flights on continental leaving denver on sunday after 2134,flight,airline_name=continental;fromloc.city_name=denver;depart_date.day_name=sunday;depart_time.time_relative=after;depart_time.time=2134,11
show me the flights between atlanta and washington dc for wednesdays,flight,fromloc.city_name=atlanta;toloc.city_name=washington;toloc.state_code=dc;depart_date.day_name=wednesdays,11
how many flights does twa have in business class,quantity,airline_code=twa;class_type=business class,20
please list the flight times from pittsburgh to newark,flight_time,flight_time=flight times;fromloc.city_name=pittsburgh;toloc.city_name=newark,15
what flights can i find from pittsburgh to san francisco after 9 am,flight,fromloc.city_name=pittsburgh;toloc.city_name=san francisco;depart_time.time_relative=after;depart_time.time=9 am,11
flights from jfk or la guardia to cleveland,flight,fromloc.airport_code=jfk;or=or;fromloc.airport_name=la guardia;toloc.city_name=cleveland,11
all flights to baltimore after 6 pm,flight,toloc.city_name=baltimore;depart_time.time_relative=after;depart_time.time=6 pm,11
what type of aircraft is used flying from atlanta to denver before 12 noon,aircraft,fromloc.city_name=atlanta;toloc.city_name=denver;depart_time.time_relative=before;depart_time.time=12 noon,1
please list the flights from dallas fort worth to boston on july twenty third,flight,fromloc.city_name=dallas fort worth;toloc.city_name=boston;depart_date.month_name=july;depart_date.day_number=twenty third,11
list the fares of us air flights from boston to philadelphia,airfare,airline_name=us air;fromloc.city_name=boston;toloc.city_name=philadelphia,3
show me the most expensive fare,airfare,cost_relative=most expensive,3
what flights are there on sunday from seattle to minneapolis,flight,depart_date.day_name=sunday;fromloc.city_name=seattle;toloc.city_name=minneapolis,11
show business class fares from san francisco to denver on united airlines,airfare,class_type=business class;fromloc.city_name=san francisco;toloc.city_name=denver;airline_name=united airlines,3
show me flights between new york city and las vegas,flight,fromloc.city_name=new york city;toloc.city_name=las vegas,11
what 's the latest flight out of denver that arrives in pittsburgh next monday,flight,flight_mod=latest;fromloc.city_name=denver;toloc.city_name=pittsburgh;arrive_date.date_relative=next;arrive_date.day_name=monday,11
give me flights without fares from atlanta to baltimore,flight,fromloc.city_name=atlanta;toloc.city_name=baltimore,11
i would like information on a flight between washington and san francisco with a stopover in dallas,flight,fromloc.city_name=washington;toloc.city_name=san francisco;stoploc.city_name=dallas,11
what is the lowest fare from denver to pittsburgh,airfare,cost_relative=lowest;fromloc.city_name=denver;toloc.city_name=pittsburgh,3
one way flights from ontario to tacoma leaving before 10 am on any day and first class,flight,round_trip=one way;fromloc.city_name=ontario;toloc.city_name=tacoma;depart_time.time_relative=before;depart_time.time=10 am;class_type=first class,11
information on american airlines flight from washington to philadelphia,flight,airline_name=american airlines;fromloc.city_name=washington;toloc.city_name=philadelphia,11
i need a flight from san francisco to boston that leaves after 8 pm,flight,fromloc.city_name=san francisco;toloc.city_name=boston;depart_time.time_relative=after;depart_time.time=8 pm,11
is there a united flight from baltimore to san francisco on the morning of august twenty seventh,flight,airline_name=united;fromloc.city_name=baltimore;toloc.city_name=san francisco;depart_time.period_of_day=morning;depart_date.month_name=august;depart_date.day_number=twenty seventh,11
what flights are available from denver to baltimore first class on united airlines arriving may seventh before noon,flight,fromloc.city_name=denver;toloc.city_name=baltimore;class_type=first class;airline_name=united airlines;arrive_date.month_name=may;arrive_date.day_number=seventh;arrive_time.time_relative=before;arrive_time.time=noon,11
i need a return flight from denver to atlanta,flight,fromloc.city_name=denver;toloc.city_name=atlanta,11
i need a flight from los angeles to pittsburgh on monday afternoon,flight,fromloc.city_name=los angeles;toloc.city_name=pittsburgh;depart_date.day_name=monday;depart_time.period_of_day=afternoon,11
i want to go between boston and washington early in the morning,flight,fromloc.city_name=boston;toloc.city_name=washington;depart_time.period_mod=early;depart_time.period_of_day=morning,11
in atlanta i would like information on ground transportation,ground_service,city_name=atlanta,17
show me flights which leave from boston on july twenty second arriving in pittsburgh,flight,fromloc.city_name=boston;depart_date.month_name=july;depart_date.day_number=twenty second;toloc.city_name=pittsburgh,11
now show me flights from pittsburgh to philadelphia,flight,fromloc.city_name=pittsburgh;toloc.city_name=philadelphia,11
show me flights to dallas from san francisco and atlanta and pittsburgh,flight,toloc.city_name=dallas;fromloc.city_name=san francisco;fromloc.city_name=atlanta;fromloc.city_name=pittsburgh,11
i need to go to pittsburgh and denver,flight,toloc.city_name=pittsburgh;toloc.city_name=denver,11
describe fare code qx,abbreviation,fare_basis_code=qx,0
what flights leave denver before noon on northwest airlines,flight,fromloc.city_name=denver;depart_time.time_relative=before;depart_time.time=noon;airline_name=northwest airlines,11
what type of aircraft is used on american airline flight 315,aircraft,airline_name=american airline;flight_number=315,1
what american airlines flights depart milwaukee for phoenix on saturday or sunday,flight,airline_name=american airlines;fromloc.city_name=milwaukee;toloc.city_name=phoenix;depart_date.day_name=saturday;or=or;depart_date.day_name=sunday,11
show me flights from pittsburgh to san francisco on friday leaving after 12 noon,flight,fromloc.city_name=pittsburgh;toloc.city_name=san francisco;depart_date.day_name=friday;depart_time.time_relative=after;depart_time.time=12 noon,11
give me the flights from new york city to las vegas on sunday and the flights from memphis to las vegas on sunday,flight,fromloc.city_name=new york city;toloc.city_name=las vegas;depart_date.day_name=sunday;fromloc.city_name=memphis;toloc.city_name=las vegas;depart_date.day_name=sunday,11
what are the rental car rates in dallas,ground_fare,transport_type=rental car;city_name=dallas,16
which united flights from boston to san francisco make connections,flight,airline_name=united;fromloc.city_name=boston;toloc.city_name=san francisco;connect=connections,11
is the american flight 813 from boston to oakland a nonstop flight,flight,airline_name=american;flight_number=813;fromloc.city_name=boston;toloc.city_name=oakland;flight_stop=nonstop,11
i 'd like also to book a one way flight from pittsburgh to atlanta the cheapest one on july twentieth,flight,round_trip=one way;fromloc.city_name=pittsburgh;toloc.city_name=atlanta;cost_relative=cheapest;depart_date.month_name=july;depart_date.day_number=twentieth,11
what is the least expensive one way fare between philadelphia and boston,airfare,cost_relative=least expensive;round_trip=one way;fromloc.city_name=philadelphia;toloc.city_name=boston,3
what is the earliest flight from boston to philadelphia,flight,flight_mod=earliest;fromloc.city_name=boston;toloc.city_name=philadelphia,11
what flights are there on wednesday evening from denver to sfo,flight,depart_date.day_name=wednesday;depart_time.period_of_day=evening;fromloc.city_name=denver;toloc.airport_code=sfo,11
what is mco,abbreviation,airport_code=mco,0
show me all flights from san francisco to boston philadelphia or baltimore,flight,fromloc.city_name=san francisco;toloc.city_name=boston;toloc.city_name=philadelphia;toloc.city_name=baltimore,11
show me fares from miami to new york,airfare,fromloc.city_name=miami;toloc.city_name=new york,3
coach class flights on twa from columbus to st. paul,flight,class_type=coach class;airline_code=twa;fromloc.city_name=columbus;toloc.city_name=st. paul,11
i need your help with information on ground transportation from the airport in philadelphia to downtown,ground_service,fromloc.city_name=philadelphia,17
i would like to see the flights from baltimore to philadelphia please,flight,fromloc.city_name=baltimore;toloc.city_name=philadelphia,11
i need a plane that arrives in san francisco by 9 o'clock pm on friday and leaves from baltimore,aircraft,toloc.city_name=san francisco;arrive_time.time_relative=by;arrive_time.time=9 o'clock pm;arrive_date.day_name=friday;fromloc.city_name=baltimore,1
ground transportation in baltimore,ground_service,city_name=baltimore,17
from washington dc to philadelphia departing in the afternoon,flight,fromloc.city_name=washington;fromloc.state_code=dc;toloc.city_name=philadelphia;depart_time.period_of_day=afternoon,11
i 'd like a flight tomorrow from columbus to houston with a stopover in nashville,flight,depart_date.today_relative=tomorrow;fromloc.city_name=columbus;toloc.city_name=houston;stoploc.city_name=nashville,11
sure i want to go from philadelphia to dallas,flight,fromloc.city_name=philadelphia;toloc.city_name=dallas,11
again i will repeat i want to make a one way flight from boston to atlanta will you tell me how much the fares are i would like the cheapest fare,flight+airfare,round_trip=one way;fromloc.city_name=boston;toloc.city_name=atlanta;cost_relative=cheapest,12
what does fare code qo mean,abbreviation,fare_basis_code=qo,0
i want to go from denver to atlanta round trip and make a stop at pittsburgh is this possible,flight,fromloc.city_name=denver;toloc.city_name=atlanta;round_trip=round trip;stoploc.city_name=pittsburgh,11
what flights from atlanta to st. louis on tuesday arriving around 230 pm,flight,fromloc.city_name=atlanta;toloc.city_name=st. louis;depart_date.day_name=tuesday;arrive_time.time_relative=around;arrive_time.time=230 pm,11
what do you know about car rental in denver,ground_service,transport_type=car rental;city_name=denver,17
show me all flights from miami to new york,flight,fromloc.city_name=miami;toloc.city_name=new york,11
show me the one way flights from atlanta to pittsburgh,flight,round_trip=one way;fromloc.city_name=atlanta;toloc.city_name=pittsburgh,11
from phoenix to las vegas on saturday,flight,fromloc.city_name=phoenix;toloc.city_name=las vegas;depart_date.day_name=saturday,11
show me the earliest flight from san jose to pittsburgh that serves a snack,flight,flight_mod=earliest;fromloc.city_name=san jose;toloc.city_name=pittsburgh;meal_description=snack,11
show me the airlines between boston and denver,airline,fromloc.city_name=boston;toloc.city_name=denver,5
list types of aircraft that connect boston and san francisco,aircraft,fromloc.city_name=boston;toloc.city_name=san francisco,1
flight numbers from columbus to minneapolis tomorrow,flight_no,fromloc.city_name=columbus;toloc.city_name=minneapolis;depart_date.today_relative=tomorrow,14
